wl,tulle_16,tulle_12,tulle_8,tulle_6,tulle_4,tulle_3,tulle_2,tulle_1
943.49,5.547,12.357,23.228,33.132,50.082,58.835,67.392,84.488
943.73,5.568,12.358,23.277,33.236,50.096,58.842,67.36,84.486
943.98,5.563,12.361,23.314,33.253,50.124,58.85,67.333,84.498
944.22,5.577,12.395,23.385,33.275,50.138,58.889,67.353,84.506
944.46,5.552,12.415,23.424,33.293,50.154,58.963,67.391,84.52
944.71,5.558,12.425,23.474,33.325,50.185,59.014,67.419,84.488
944.95,5.572,12.435,23.517,33.358,50.226,59.034,67.448,84.461
945.2,5.581,12.44,23.549,33.418,50.238,59.073,67.478,84.5
945.44,5.574,12.458,23.529,33.431,50.181,59.027,67.443,84.429
945.68,5.587,12.475,23.541,33.453,50.196,59.02,67.446,84.453
945.93,5.554,12.43,23.529,33.502,50.205,59.027,67.508,84.483
946.17,5.575,12.428,23.553,33.507,50.223,59.07,67.522,84.489
946.42,5.602,12.405,23.54,33.461,50.202,59.055,67.489,84.457
946.66,5.649,12.387,23.565,33.457,50.237,59.073,67.511,84.415
946.9,5.673,12.379,23.585,33.475,50.191,59.076,67.553,84.468
947.15,5.709,12.377,23.582,33.469,50.166,59.028,67.56,84.438
947.39,5.718,12.351,23.581,33.46,50.145,58.981,67.562,84.392
947.63,5.751,12.363,23.595,33.461,50.163,58.971,67.603,84.415
947.88,5.76,12.354,23.611,33.442,50.202,58.978,67.646,84.412
948.12,5.772,12.342,23.633,33.457,50.244,58.98,67.679,84.388
948.37,5.756,12.349,23.591,33.444,50.219,58.943,67.666,84.326
948.61,5.737,12.352,23.561,33.464,50.22,58.874,67.687,84.318
948.85,5.736,12.367,23.571,33.496,50.234,58.911,67.747,84.378
949.1,5.746,12.361,23.558,33.528,50.232,58.926,67.771,84.423
949.34,5.728,12.328,23.518,33.492,50.224,58.929,67.783,84.413
949.59,5.746,12.342,23.555,33.464,50.29,59.01,67.844,84.453
949.83,5.728,12.341,23.544,33.426,50.284,59.069,67.939,84.5
950.07,5.768,12.361,23.513,33.405,50.258,59.065,67.976,84.499
950.32,5.773,12.376,23.498,33.401,50.255,59.087,68.023,84.498
950.56,5.766,12.39,23.471,33.383,50.269,59.117,68.068,84.496
950.8,5.766,12.423,23.425,33.394,50.304,59.146,68.117,84.535
951.05,5.772,12.445,23.382,33.385,50.32,59.161,68.136,84.554
951.29,5.729,12.447,23.333,33.357,50.294,59.181,68.16,84.57
951.53,5.704,12.451,23.261,33.294,50.251,59.178,68.154,84.569
951.78,5.698,12.443,23.186,33.245,50.194,59.156,68.112,84.532
952.02,5.69,12.468,23.152,33.233,50.146,59.123,68.087,84.529
952.27,5.65,12.466,23.091,33.213,50.091,59.104,68.05,84.546
952.51,5.648,12.454,23.098,33.221,50.104,59.08,68.023,84.583
952.75,5.659,12.436,23.106,33.199,50.09,59.043,67.971,84.573
953,5.664,12.435,23.113,33.181,50.069,58.988,67.918,84.565
953.24,5.672,12.47,23.13,33.166,50.079,58.978,67.922,84.585
953.48,5.679,12.528,23.181,33.186,50.135,58.966,67.94,84.599
953.73,5.686,12.534,23.194,33.205,50.139,58.95,67.93,84.604
953.97,5.692,12.549,23.232,33.233,50.173,58.944,67.859,84.537
954.21,5.678,12.54,23.302,33.241,50.168,58.973,67.803,84.493
954.46,5.631,12.53,23.308,33.243,50.156,58.927,67.713,84.462
954.7,5.631,12.546,23.346,33.295,50.198,58.913,67.699,84.499
954.95,5.622,12.547,23.407,33.352,50.198,58.892,67.683,84.477
955.19,5.621,12.551,23.474,33.408,50.201,58.877,67.63,84.411
955.43,5.686,12.566,23.598,33.495,50.276,58.927,67.627,84.44
955.68,5.699,12.559,23.731,33.626,50.411,59.014,67.687,84.536
955.92,5.73,12.572,23.86,33.771,50.574,59.127,67.782,84.565
956.16,5.737,12.577,24.004,33.897,50.752,59.215,67.852,84.64
956.41,5.81,12.616,24.144,34.05,50.912,59.31,67.941,84.692
956.65,5.815,12.629,24.243,34.121,51.037,59.472,68.041,84.707
956.89,5.807,12.657,24.302,34.244,51.202,59.651,68.185,84.79
957.14,5.82,12.632,24.373,34.341,51.354,59.779,68.323,84.832
957.38,5.84,12.607,24.484,34.433,51.486,59.925,68.407,84.85
957.62,5.923,12.605,24.532,34.484,51.509,60.072,68.452,84.837
957.87,5.98,12.637,24.612,34.519,51.547,60.213,68.5,84.835
958.11,6.039,12.679,24.694,34.615,51.649,60.344,68.629,84.961
958.35,6.071,12.72,24.725,34.693,51.795,60.437,68.706,85.09
958.6,6.126,12.776,24.839,34.804,51.943,60.558,68.89,85.154
958.84,6.1,12.763,24.891,34.814,51.972,60.571,68.917,85.134
959.08,6.162,12.834,24.949,34.876,52.069,60.73,68.988,85.334
959.33,6.215,12.865,24.961,34.944,52.197,60.925,69.146,85.548
959.57,6.173,12.862,24.963,34.996,52.174,60.967,69.235,85.606
959.81,6.185,12.922,25.042,35.053,52.182,61.063,69.246,85.531
960.06,6.113,12.917,25.093,35.056,52.134,60.989,69.156,85.423
960.3,6.174,12.97,25.106,35.083,52.067,61.061,69.226,85.407
960.54,6.215,13.032,25.214,35.074,52.073,61.162,69.29,85.427
960.79,6.234,13.105,25.32,35.123,52.146,61.154,69.339,85.528
961.03,6.247,13.176,25.425,35.133,52.18,61.172,69.35,85.551
961.27,6.215,13.254,25.436,35.148,52.24,61.214,69.368,85.528
961.52,6.156,13.216,25.397,35.186,52.238,61.1,69.333,85.503
961.76,6.124,13.179,25.455,35.27,52.32,61.04,69.371,85.586
962,6.171,13.236,25.513,35.383,52.468,60.999,69.436,85.709
962.25,6.202,13.214,25.475,35.34,52.543,60.935,69.42,85.691
962.49,6.23,13.263,25.464,35.341,52.607,60.933,69.553,85.693
962.73,6.258,13.28,25.409,35.391,52.629,60.905,69.605,85.715
962.98,6.32,13.348,25.438,35.446,52.689,60.989,69.622,85.868
963.22,6.226,13.276,25.422,35.395,52.699,60.942,69.622,85.874
963.46,6.22,13.269,25.489,35.358,52.736,60.946,69.718,85.848
963.71,6.176,13.25,25.469,35.324,52.756,60.918,69.729,85.813
963.95,6.167,13.193,25.394,35.227,52.681,60.806,69.74,85.765
964.19,6.166,13.156,25.391,35.232,52.641,60.85,69.765,85.955
964.44,6.082,13.064,25.298,35.213,52.583,60.735,69.55,85.794
964.68,6.049,13.03,25.199,35.315,52.644,60.669,69.598,85.764
964.92,6.07,13.039,25.139,35.376,52.662,60.654,69.628,85.817
965.16,6.03,12.958,25.064,35.308,52.6,60.648,69.502,85.843
965.41,5.985,12.886,25.083,35.277,52.59,60.711,69.478,85.864
965.65,5.986,12.816,25.038,35.282,52.615,60.841,69.517,85.942
965.89,5.922,12.81,24.964,35.298,52.578,60.931,69.491,85.888
966.14,5.773,12.722,24.931,35.252,52.471,60.966,69.513,85.841
966.38,5.795,12.731,24.928,35.232,52.403,60.965,69.556,85.867
966.62,5.897,12.745,24.971,35.238,52.324,60.917,69.508,85.796
966.87,5.936,12.743,24.988,35.132,52.299,60.924,69.525,85.698
967.11,5.944,12.715,24.955,35.053,52.239,60.866,69.547,85.488
967.35,6.027,12.713,24.898,35.002,52.199,60.848,69.501,85.298
967.6,5.96,12.664,24.765,34.955,52.101,60.711,69.307,85.245
967.84,5.912,12.682,24.693,34.893,52.001,60.656,69.209,85.172
968.08,5.839,12.64,24.6,34.851,51.906,60.632,69.078,85.139
968.32,5.846,12.653,24.51,34.818,51.853,60.603,69.007,85.085
968.57,5.888,12.669,24.505,34.784,51.817,60.611,69.02,85.21
968.81,5.85,12.647,24.476,34.665,51.706,60.571,68.916,85.262
969.05,5.844,12.626,24.446,34.587,51.603,60.546,68.795,85.195
969.3,5.853,12.689,24.416,34.564,51.566,60.474,68.805,85.116
969.54,5.876,12.706,24.347,34.544,51.467,60.365,68.769,85.059
969.78,5.897,12.746,24.298,34.448,51.327,60.26,68.697,84.946
970.02,5.906,12.723,24.248,34.349,51.239,60.145,68.648,84.918
970.27,5.933,12.74,24.174,34.286,51.21,60.014,68.597,84.878
970.51,5.884,12.714,24.137,34.244,51.123,59.903,68.491,84.736
970.75,5.766,12.657,24.046,34.174,51.025,59.792,68.398,84.68
971,5.737,12.579,23.99,34.163,50.944,59.696,68.262,84.666
971.24,5.745,12.575,23.941,34.185,50.916,59.659,68.206,84.666
971.48,5.685,12.567,23.932,34.148,50.886,59.609,68.218,84.718
971.72,5.716,12.589,23.974,34.116,50.888,59.574,68.214,84.745
971.97,5.734,12.611,23.98,34.149,50.92,59.583,68.203,84.757
972.21,5.761,12.653,24.019,34.161,50.937,59.564,68.227,84.756
972.45,5.788,12.724,24.088,34.169,50.985,59.562,68.263,84.765
972.7,5.743,12.733,24.047,34.152,50.996,59.574,68.234,84.683
972.94,5.739,12.725,24.022,34.178,51.04,59.603,68.238,84.639
973.18,5.737,12.719,23.987,34.149,51.053,59.582,68.233,84.578
973.42,5.761,12.683,24.003,34.138,51.067,59.626,68.255,84.595
973.67,5.768,12.659,24.026,34.129,51.129,59.691,68.272,84.616
973.91,5.78,12.654,24.07,34.167,51.193,59.765,68.328,84.656
974.15,5.773,12.676,24.116,34.264,51.224,59.831,68.387,84.68
974.4,5.758,12.667,24.187,34.356,51.229,59.898,68.366,84.646
974.64,5.784,12.702,24.206,34.396,51.283,60.006,68.44,84.751
974.88,5.834,12.727,24.252,34.39,51.38,60.102,68.478,84.782
975.12,5.782,12.748,24.278,34.379,51.403,60.156,68.548,84.797
975.37,5.71,12.73,24.284,34.361,51.385,60.201,68.577,84.829
975.61,5.73,12.712,24.266,34.341,51.346,60.254,68.515,84.798
975.85,5.705,12.703,24.226,34.339,51.301,60.332,68.544,84.697
976.09,5.714,12.67,24.25,34.342,51.344,60.393,68.624,84.761
976.34,5.753,12.651,24.24,34.346,51.359,60.413,68.655,84.813
976.58,5.706,12.562,24.156,34.266,51.304,60.377,68.653,84.814
976.82,5.726,12.499,24.106,34.152,51.219,60.295,68.605,84.792
977.06,5.718,12.46,24.094,34.05,51.131,60.192,68.512,84.713
977.31,5.747,12.414,24.065,34.023,51.051,60.153,68.537,84.794
977.55,5.748,12.404,23.991,33.999,50.968,60.091,68.623,84.855
977.79,5.651,12.362,23.845,33.893,50.89,60.046,68.653,84.826
978.03,5.592,12.288,23.697,33.841,50.882,60.076,68.685,84.874
978.28,5.571,12.256,23.559,33.807,50.995,60.132,68.757,85.013
978.52,5.574,12.26,23.493,33.846,51.173,60.22,68.887,85.166
978.76,5.537,12.232,23.478,33.895,51.232,60.246,68.913,85.208
979,5.502,12.23,23.46,33.908,51.218,60.201,68.859,85.189
979.25,5.497,12.218,23.429,33.902,51.185,60.164,68.771,85.172
979.49,5.504,12.197,23.404,33.87,51.119,60.109,68.727,85.136
979.73,5.491,12.163,23.359,33.854,51.108,60.069,68.73,85.144
979.97,5.489,12.144,23.308,33.826,51.098,60.028,68.721,85.177
980.22,5.474,12.108,23.237,33.77,51.054,59.981,68.689,85.175
980.46,5.463,12.086,23.187,33.733,51.032,59.96,68.687,85.172
980.7,5.461,12.071,23.139,33.705,50.998,59.925,68.678,85.158
980.94,5.454,12.065,23.118,33.685,50.969,59.904,68.685,85.141
981.19,5.445,12.05,23.073,33.662,50.943,59.877,68.691,85.123
981.43,5.43,12.042,23.042,33.647,50.922,59.86,68.678,85.088
981.67,5.421,12.038,23.02,33.63,50.908,59.84,68.633,85.058
981.91,5.424,12.034,23.022,33.631,50.902,59.821,68.598,85.069
982.16,5.412,12.039,23.017,33.617,50.876,59.772,68.553,85.037
982.4,5.402,12.018,23.008,33.588,50.823,59.721,68.498,84.972
982.64,5.383,11.978,22.991,33.529,50.732,59.657,68.427,84.91
982.88,5.365,11.956,22.959,33.466,50.653,59.591,68.376,84.875
983.13,5.363,11.919,22.912,33.417,50.59,59.554,68.376,84.866
983.37,5.358,11.896,22.863,33.365,50.555,59.509,68.403,84.846
983.61,5.344,11.871,22.806,33.328,50.566,59.482,68.424,84.869
983.85,5.299,11.842,22.763,33.255,50.522,59.43,68.386,84.818
984.09,5.264,11.797,22.764,33.2,50.475,59.389,68.342,84.711
984.34,5.262,11.794,22.839,33.208,50.471,59.359,68.338,84.607
984.58,5.236,11.808,22.879,33.212,50.465,59.339,68.311,84.526
984.82,5.206,11.799,22.956,33.251,50.497,59.402,68.287,84.473
985.06,5.145,11.796,23.015,33.33,50.62,59.486,68.309,84.505
985.31,5.057,11.782,23.18,33.386,50.74,59.636,68.336,84.529
985.55,4.981,11.742,23.312,33.444,50.896,59.764,68.402,84.651
985.79,4.947,11.705,23.51,33.617,51.114,59.991,68.65,84.812
986.03,4.978,11.73,23.608,33.796,51.357,60.175,68.897,84.822
986.27,5.013,11.716,23.725,33.96,51.63,60.431,69.162,84.944
986.52,4.976,11.691,23.868,34.061,51.84,60.619,69.393,85.17
986.76,4.877,11.773,23.888,34.186,52.038,60.74,69.641,85.315
987,4.891,11.755,23.918,34.232,52.272,60.831,69.812,85.373
987.24,4.795,11.69,23.887,34.167,52.4,60.971,69.828,85.405
987.49,4.743,11.566,23.845,34.115,52.45,61.144,69.929,85.462
987.73,4.654,11.477,23.817,34.052,52.421,61.21,69.904,85.367
987.97,4.784,11.529,23.838,34.101,52.311,61.257,69.782,85.313
988.21,4.768,11.586,23.761,34.157,52.277,61.325,69.816,85.318
988.45,4.675,11.638,23.616,34.189,52.224,61.351,69.796,85.354
988.7,4.654,11.534,23.637,34.16,52.159,61.261,69.674,85.397
988.94,4.672,11.535,23.669,34.153,52.113,61.192,69.653,85.408
989.18,4.76,11.593,23.762,34.187,52.109,61.128,69.706,85.435
989.42,4.889,11.665,23.738,34.301,52.129,61.034,69.724,85.358
989.66,5.001,11.754,23.769,34.354,52.071,60.998,69.72,85.241
989.91,5.026,11.783,23.692,34.237,51.96,60.839,69.545,85.085
990.15,5.058,11.829,23.678,34.152,51.766,60.713,69.445,85.08
990.39,5.129,11.913,23.691,34.067,51.728,60.68,69.381,85.119
990.63,5.2,12.065,23.66,34.066,51.688,60.657,69.357,85.147
990.87,5.269,12.13,23.582,34.074,51.586,60.646,69.312,85.199
991.12,5.322,12.176,23.501,34.049,51.458,60.559,69.238,85.198
991.36,5.367,12.197,23.461,34.11,51.385,60.412,69.19,85.214
991.6,5.383,12.195,23.387,34.091,51.293,60.29,69.059,85.233
991.84,5.397,12.173,23.285,34.046,51.173,60.156,68.896,85.229
992.08,5.379,12.132,23.184,33.975,51.07,60.003,68.785,85.213
992.33,5.368,12.105,23.093,33.898,50.976,59.885,68.707,85.212
992.57,5.354,12.063,23,33.81,50.888,59.782,68.621,85.157
992.81,5.332,12.039,22.927,33.74,50.827,59.726,68.552,85.103
993.05,5.323,12.02,22.884,33.692,50.786,59.693,68.526,85.096
993.29,5.327,11.997,22.829,33.646,50.726,59.636,68.459,85.07
993.54,5.322,11.975,22.771,33.575,50.654,59.567,68.395,85.059
993.78,5.299,11.96,22.735,33.52,50.597,59.504,68.347,85.052
994.02,5.272,11.938,22.695,33.477,50.538,59.448,68.301,85.027
994.26,5.259,11.92,22.667,33.446,50.505,59.403,68.252,84.997
994.5,5.246,11.886,22.629,33.427,50.434,59.349,68.195,84.962
994.74,5.23,11.836,22.591,33.395,50.358,59.273,68.121,84.911
994.99,5.23,11.789,22.566,33.357,50.311,59.188,68.034,84.846
995.23,5.21,11.726,22.518,33.314,50.254,59.111,67.942,84.783
995.47,5.187,11.675,22.461,33.232,50.186,59.047,67.842,84.729
995.71,5.16,11.619,22.404,33.154,50.109,58.967,67.779,84.699
995.95,5.114,11.565,22.375,33.083,50.057,58.916,67.761,84.656
996.2,5.081,11.516,22.381,33.041,50.025,58.904,67.762,84.64
996.44,5.041,11.46,22.387,33.001,50.007,58.898,67.696,84.596
996.68,5.02,11.411,22.44,32.988,50.01,58.929,67.665,84.616
996.92,5.011,11.345,22.474,32.961,49.999,58.928,67.691,84.641
997.16,4.934,11.249,22.51,32.894,49.982,58.913,67.68,84.611
997.4,4.818,11.147,22.559,32.834,50.01,58.95,67.697,84.612
997.65,4.762,11.089,22.72,32.884,50.123,59.131,67.787,84.712
997.89,4.768,10.978,22.804,32.914,50.277,59.308,67.908,84.771
998.13,4.76,10.887,22.858,32.945,50.448,59.511,68.059,84.861
998.37,4.653,10.743,22.954,32.904,50.568,59.664,68.24,84.984
998.61,4.531,10.621,23.033,32.867,50.797,59.783,68.546,85.206
998.85,4.425,10.545,23.076,32.816,51.036,60.053,68.834,85.455
999.1,4.305,10.527,23.067,32.8,51.193,60.295,69.086,85.676
999.34,4.224,10.559,23.152,32.766,51.319,60.424,69.31,85.918
999.58,4.071,10.459,23.1,32.67,51.247,60.473,69.395,86
999.82,3.916,10.417,23.152,32.611,51.351,60.493,69.472,86
1000.06,3.893,10.436,23.198,32.605,51.527,60.457,69.496,86.013
1000.3,3.774,10.374,23.05,32.448,51.569,60.433,69.475,85.875
1000.55,3.719,10.21,23.044,32.367,51.496,60.424,69.632,85.811
1000.79,3.644,10.187,23.059,32.321,51.479,60.5,69.89,85.781
1001.03,3.575,10.174,23.061,32.347,51.364,60.526,69.926,85.863
1001.27,3.438,10.077,22.995,32.307,51.289,60.248,69.735,85.904
1001.51,3.425,10.023,23.009,32.318,51.129,60.148,69.733,85.832
1001.75,3.214,9.835,22.783,32.176,50.868,59.978,69.623,85.655
1001.99,3.015,9.731,22.723,32.137,50.727,59.828,69.452,85.628
1002.24,3.012,9.813,22.851,32.2,50.762,59.776,69.351,85.656
1002.48,2.998,9.803,22.723,32.151,50.809,59.807,69.353,85.735
1002.72,2.999,9.791,22.698,32.074,50.765,59.865,69.145,85.658
1002.96,2.898,9.769,22.608,32.016,50.652,59.826,69.043,85.588
1003.2,2.796,9.751,22.566,31.906,50.541,59.767,69.021,85.636
1003.44,2.607,9.655,22.392,31.885,50.465,59.881,68.975,85.674
1003.68,2.566,9.557,22.403,31.81,50.472,59.937,69.072,85.736
1003.93,2.416,9.517,22.286,31.79,50.319,59.962,69.031,85.727
1004.17,2.192,9.298,22.093,31.602,50.073,59.909,68.912,85.719
1004.41,2.191,9.205,21.999,31.628,50.032,59.968,69.008,85.858
1004.65,2.104,9.256,21.847,31.436,50.071,60.056,69.089,85.981
1004.89,2.148,9.398,21.793,31.434,50.008,60.045,69.074,86.021
1005.13,2.186,9.513,21.788,31.544,50.076,59.979,69.015,85.944
1005.37,2.169,9.452,21.583,31.524,50.096,59.973,68.923,85.762
1005.62,2.067,9.322,21.387,31.385,50.178,60.057,68.928,85.649
1005.86,2.129,9.324,21.376,31.453,50.322,59.99,68.997,85.661
1006.1,2.181,9.418,21.339,31.481,50.356,60.008,69.009,85.548
1006.34,2.005,9.207,21.17,31.323,50.181,59.973,68.973,85.475
1006.58,1.889,9.073,21.184,31.364,49.999,59.984,68.767,85.233
1006.82,1.794,8.959,21.222,31.34,49.956,60.009,68.804,85.312
1007.06,1.769,8.807,21.327,31.336,50.021,59.961,68.797,85.463
1007.3,1.73,8.579,21.223,31.346,50.066,59.922,68.761,85.482
1007.55,1.69,8.416,21.156,31.304,50.067,59.712,68.668,85.341
1007.79,1.682,8.365,21.066,31.278,49.968,59.502,68.485,85.125
1008.03,1.939,8.332,21.129,31.296,50.083,59.537,68.457,85.016
1008.27,2.045,8.465,21.146,31.354,50.183,59.675,68.637,84.932
1008.51,2.078,8.711,21.275,31.415,50.223,59.651,68.612,84.832
1008.75,2.16,8.818,21.361,31.682,50.244,59.481,68.507,84.643
1008.99,2.051,8.541,21.256,31.674,50.33,59.142,68.262,84.491
1009.23,2.039,8.508,21.253,31.742,50.365,59.144,68.232,84.4
1009.48,2.315,8.763,21.435,31.978,50.349,59.342,68.346,84.453
1009.72,2.449,8.963,21.506,32.09,50.331,59.31,68.391,84.58
1009.96,2.574,9.088,21.744,32.159,50.523,59.391,68.403,84.659
1010.2,2.606,9.117,21.78,32.158,50.608,59.375,68.486,84.875
1010.44,2.741,9.171,21.827,32.343,50.645,59.423,68.533,84.995
1010.68,2.941,9.374,21.966,32.541,50.75,59.525,68.766,85.159
1010.92,3.072,9.641,22.033,32.674,50.864,59.523,68.666,85.08
1011.16,3.172,9.902,22.024,32.665,50.934,59.499,68.616,84.934
1011.4,3.257,10.036,22.089,32.649,50.9,59.474,68.626,84.845
1011.65,3.346,10.065,22.1,32.651,50.893,59.523,68.651,84.928
1011.89,3.441,10.186,22.159,32.793,51.032,59.616,68.709,85.138
1012.13,3.448,10.209,22.151,32.788,50.994,59.571,68.595,85.15
1012.37,3.564,10.185,22.247,32.907,51.04,59.545,68.53,85.168
1012.61,3.582,10.147,22.305,32.93,51.085,59.55,68.564,85.218
1012.85,3.56,10.046,22.281,32.894,51.056,59.598,68.532,85.317
1013.09,3.571,10.034,22.281,32.872,50.937,59.715,68.572,85.341
1013.33,3.504,9.961,22.252,32.78,50.889,59.712,68.623,85.422
1013.57,3.371,9.884,22.14,32.668,50.887,59.643,68.624,85.477
1013.81,3.238,9.732,22.043,32.596,50.853,59.607,68.584,85.437
1014.06,3.121,9.594,21.883,32.572,50.713,59.565,68.527,85.36
1014.3,3.076,9.512,21.856,32.625,50.673,59.628,68.534,85.258
1014.54,2.942,9.436,21.872,32.561,50.654,59.67,68.536,85.219
1014.78,2.772,9.252,21.686,32.326,50.62,59.655,68.462,85.236
1015.02,2.59,8.925,21.434,32.194,50.543,59.636,68.554,85.29
1015.26,2.38,8.518,21.169,32.182,50.385,59.587,68.541,85.391
1015.5,2.121,8.182,20.92,32.05,50.222,59.512,68.398,85.328
1015.74,2.005,8.065,20.871,31.926,50.08,59.379,68.337,85.252
1015.98,1.843,7.839,20.791,31.758,49.956,59.378,68.374,85.116
1016.22,1.528,7.538,20.718,31.733,49.917,59.5,68.503,85.144
1016.46,1.091,7.203,20.431,31.407,49.708,59.482,68.456,85.139
1016.71,0.774,6.775,20.089,31.044,49.409,59.403,68.339,85.045
1016.95,0.448,6.485,19.894,30.806,49.253,59.254,68.387,84.881
1017.19,0.072,6.176,19.686,30.545,49.264,59.155,68.458,84.971
1017.43,-0.085,5.931,19.461,30.188,49.204,59.066,68.276,84.971
1017.67,-0.105,5.679,19.455,30.044,49.062,59.142,68.246,84.955
1017.91,-0.189,5.445,19.478,29.747,48.783,59.052,68.075,84.868
1018.15,-0.494,5.214,19.13,29.354,48.69,58.966,67.844,84.811
1018.39,-1.087,4.622,18.685,28.808,48.405,58.617,67.535,84.657
1018.63,-1.341,4.242,18.325,28.434,48.362,58.358,67.331,84.593
1018.87,-1.458,3.996,18.092,28.303,48.275,58.12,67.247,84.381
1019.11,-1.702,3.737,18.015,27.99,48.167,57.895,67.133,84.333
1019.35,-2.046,3.545,17.823,27.415,47.989,57.794,67.118,84.237
1019.59,-2.276,3.155,17.509,26.916,47.897,57.615,67.131,84.515
1019.84,-2.794,2.431,17.042,26.338,47.76,57.701,67.01,84.685
1020.08,-3.336,1.739,16.511,25.603,47.396,57.38,66.612,84.579
1020.32,-3.441,1.456,16.196,24.917,47.218,56.99,66.519,84.418
1020.56,-3.687,1.177,15.899,24.504,46.929,56.652,66.425,84.222
1020.8,-4.039,0.939,15.607,24.363,46.953,56.563,66.134,84.171
1021.04,-4.378,0.732,15.235,23.925,46.818,56.429,65.868,84.216
1021.28,-4.788,0.327,14.779,23.607,46.536,56.243,65.557,84.139
1021.52,-5.487,-0.141,14.357,23.365,46.515,56.248,65.476,83.912
1021.76,-6.102,-0.393,14.027,23.036,46.331,56.205,65.226,83.508
1022,-6.53,-0.713,13.6,23.062,46.445,56.033,65.272,83.447
1022.24,-6.786,-1.397,13.633,23.005,46.294,55.645,65.5,83.299
1022.48,-6.533,-1.364,13.727,22.992,46.334,55.795,65.481,83.329
1022.72,-6.578,-1.581,13.478,22.568,46.097,55.78,65.517,83.37
1022.96,-7.138,-2.363,12.968,22.053,45.718,55.27,64.991,83.17
1023.2,-7.503,-2.898,12.595,21.924,45.418,55.464,65.216,83.396
1023.44,-7.531,-3.207,12.871,22.183,45.69,55.655,65.609,83.821
1023.69,-7.801,-3.281,12.916,22.08,45.596,55.675,65.547,83.524
1023.93,-7.717,-3.324,13.083,22.011,45.274,55.362,65.565,82.925
1024.17,-7.8,-3.287,13.18,22.184,45.315,55.395,65.59,82.863
1024.41,-8.29,-3.466,13.018,22.116,45.261,55.337,65.435,83.079
1024.65,-8.42,-3.533,12.883,22.05,45.314,55.471,65.477,83.524
1024.89,-8.829,-3.99,12.607,21.85,45.383,55.163,65.698,83.653
1025.13,-8.992,-4.154,12.605,21.857,45.495,54.924,65.686,83.789
1025.37,-9.32,-4.268,12.88,21.456,45.626,54.534,65.691,83.647
1025.61,-9.352,-4.29,13,21.253,45.34,54.217,65.634,83.676
1025.85,-10.144,-4.935,12.628,20.64,45.096,53.74,65.658,83.819
1026.09,-10.436,-5.009,12.582,20.244,44.851,53.667,65.628,83.894
1026.33,-10.794,-4.932,12.155,19.517,44.484,53.756,65.605,84.124
1026.57,-11.507,-5.372,11.722,18.985,44.315,53.58,65.993,84.463
1026.81,-12.082,-6.229,11.452,18.621,44.029,53.065,66.049,84.521
1027.05,-12.561,-6.483,11.239,18.328,43.673,53.26,65.864,84.773
1027.29,-12.786,-6.595,11.339,17.939,43.618,53.11,65.394,84.724
1027.53,-12.847,-6.862,10.779,17.452,43.134,52.847,64.6,84.241
1027.77,-12.683,-6.713,10.788,17.807,43.523,53.102,64.761,84.25
1028.01,-12.996,-6.667,10.021,17.943,43.967,53.266,64.96,84.775
1028.25,-13.419,-6.813,9.713,17.472,43.644,52.63,64.63,84.927
1028.49,-13.577,-6.996,9.227,17.073,43.225,52.416,64.549,84.96
1028.73,-13.533,-7.063,9.263,17.028,43.207,52.333,65.037,85.151
1028.97,-13.456,-7.295,8.804,16.623,42.944,52.078,64.938,85.003
1029.21,-13.102,-7.651,8.346,16.562,42.873,52.112,65.103,85.042
1029.45,-12.453,-7.857,8.293,17.142,43,52.868,65.172,85.937
1029.7,-12.339,-8.178,8.391,17.256,42.923,52.856,65.261,86
1029.94,-12.406,-8.21,8.22,16.916,43.027,52.758,65.018,85.963
1030.18,-12.526,-8.79,7.899,16.552,42.853,52.515,64.56,85.414
1030.42,-12.897,-9.487,7.668,16.764,42.597,52.375,64.088,85.068
1030.66,-13.063,-9.339,7.567,16.911,42.292,52.04,63.637,84.549
1030.9,-13.041,-8.559,7.452,17.035,42.373,52.51,63.597,84.721
1031.14,-12.681,-7.934,7.964,17.24,42.832,52.777,64.218,85.031
1031.38,-13.026,-7.472,8.152,17.212,43.064,52.755,64.371,84.937
1031.62,-12.975,-7.171,8.623,17.165,43.001,52.823,65.027,84.779
1031.86,-13.377,-7.554,8.706,16.884,42.332,52.44,64.862,85.153
1032.1,-13.723,-7.356,9.059,16.671,41.933,52.358,64.459,85.222
1032.34,-14.211,-7.833,8.456,16.632,41.588,52.699,64.987,85.218
1032.58,-14.903,-8.348,8.05,16.413,41.365,52.49,64.987,84.593
1032.82,-15.678,-8.472,7.793,15.886,41.336,52.292,64.602,83.983
1033.06,-16.33,-8.476,7.809,15.851,41.188,52.716,64.725,84.089
1033.3,-16.612,-8.4,8.43,15.955,40.986,53.304,64.798,84.329
1033.54,-17.358,-8.79,7.695,15.442,40.244,52.79,64.494,83.853
1033.78,-17.427,-9.101,7.424,15.375,39.597,52.344,64.452,83.873
1034.02,-17.074,-9.503,7.409,15.751,39.071,52.115,64.743,84.121
1034.26,-17.25,-9.886,7.479,15.856,38.489,51.823,64.599,84.092
1034.5,-16.733,-9.42,7.8,15.747,38.457,51.277,64.562,83.859
1034.74,-16.671,-9.459,7.759,15.611,38.582,51.432,64.673,83.961
1034.98,-16.861,-9.904,7.358,15.593,38.375,51.18,64.148,83.647
1035.22,-17.641,-11.019,6.103,15.565,38.104,50.889,63.441,83.426
